,AppID,Name,Peak CCU,Required age,Price,DLC count,Supported languages,Metacritic score,Positive,Negative,sum_column,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags,Rank
228,360430,Mafia III: Definitive Edition,1214,18,29.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Czech', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",62,24121,18879,43000,1217,606,"Hangar 13,Aspyr (Mac)","2K,Aspyr (Mac)","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV","Action,Adventure","Crime,Open World,Action,Story Rich,Singleplayer,Third Person,Violent,Shooter,Atmospheric,Great Soundtrack,Third-Person Shooter,Adventure,Stealth,Nudity,Multiplayer,Classic,Mature,Sandbox,Gore,FPS",599
1058,50130,Mafia II (Classic),367,18,0.0,0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Czech', 'Polish', 'Russian']",77,45704,2386,48090,1350,818,2K Czech,2K,"Single-player,Steam Achievements,Partial Controller Support",Action,"Action,Open World,Crime,Story Rich,Atmospheric,Singleplayer,Third Person,Third-Person Shooter,Automobile Sim,Shooter,Great Soundtrack,Adventure,Driving,America,Classic,Music,Nudity,Multiplayer,Sandbox,3D Vision",600
1883,1991980,Wizardry School: Escape Room,0,0,9.34,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Simplified Chinese', 'Spanish - Latin America']",0,32,5,37,0,0,mc2games,mc2games,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Casual,Indie,Simulation,Sports","Adventure,Escape Room,Puzzle,Magic,Point & Click,Fantasy,Casual,Hidden Object,Mystery,Medieval,Family Friendly,Interactive Fiction,Walking Simulator,Exploration,3D,Cinematic,Action,First-Person,Simulation,Realistic",601
932,306130,The Elder Scrolls® Online,19187,17,19.99,3,"['English', 'French', 'German', 'Russian', 'Spanish - Spain']",80,100300,21936,122236,6568,1449,ZeniMax Online Studios,Bethesda Softworks,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support","Action,Adventure,Massively Multiplayer,RPG","RPG,MMORPG,Adventure,Open World,Fantasy,Exploration,Multiplayer,Action,Massively Multiplayer,Singleplayer,PvP,PvE,Character Customization,Lore-Rich,Choose Your Own Adventure,Story Rich,Atmospheric,Magic,Class-Based,Action RPG",602
96,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,518,17,19.99,0,"['English', 'French', 'Italian', 'Spanish - Spain', 'German', 'Russian', 'Ukrainian', 'Polish']",82,29072,1691,30763,819,327,GSC Game World,GSC Game World,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Steam Cloud","Action,RPG","Atmospheric,Post-apocalyptic,Open World,FPS,Survival,Action,RPG,Shooter,Survival Horror,Horror,First-Person,Singleplayer,Classic,Based On A Novel,Moddable,Adventure,Immersive,Sci-fi,Inventory Management,Difficult",603
899,657200,Hand Simulator,109,0,1.99,0,['English'],0,28635,5429,34064,218,120,HFM Games,HFM Games,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Stats",Simulation,"Simulation,Funny,Multiplayer,VR,Difficult,First-Person,Memes,Psychological Horror,Comedy,Intentionally Awkward Controls,Horror,Action,FPS,Nudity,Sexual Content,Singleplayer,Atmospheric,World War II,Open World,Shooter",604
452,858810,Dawn of Man,705,0,24.99,0,"['English', 'French', 'German', 'Spanish - Spain']",0,12273,1848,14121,4014,797,Madruga Works,Madruga Works,"Single-player,Steam Achievements,Steam Workshop","Indie,Simulation,Strategy","City Builder,Colony Sim,Strategy,Survival,Simulation,Historical,Sandbox,Singleplayer,Economy,Indie,Open World,Choices Matter,RTS,Casual,Story Rich,Destruction,Multiplayer,Nudity,Resource Management,Political",605
1010,638970,Yakuza 0,1368,17,19.99,0,"['English', 'Japanese']",86,48819,2533,51352,2017,972,SEGA,SEGA,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,RPG","Story Rich,Action,Beat 'em up,Great Soundtrack,Open World,Crime,RPG,Minigames,Singleplayer,Funny,Violent,Adventure,Mature,Comedy,Sexual Content,Drama,Third Person,Atmospheric,JRPG,Dating Sim",606
657,1213210,Command & Conquer™ Remastered Collection,1227,13,19.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",82,23178,2360,25538,630,374,"Petroglyph,Lemon Sky Studios",Electronic Arts,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor",Strategy,"Strategy,RTS,Base-Building,Classic,Multiplayer,Great Soundtrack,Singleplayer,War,1990's,FMV,Remake,Level Editor,PvP,Replay Value,Tanks,Cinematic,Soundtrack,Isometric,Real Time Tactics,Retro",607
100,802890,Muv-Luv Alternative (マブラヴ オルタネイティヴ),44,0,39.99,1,"['English', 'Japanese', 'Simplified Chinese']",83,1710,77,1787,943,989,aNCHOR Inc.,aNCHOR Inc.,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual","Visual Novel,Anime,Mechs,War,Sexual Content,Violent,Story Rich,Gore,Sci-fi,Adventure,Post-apocalyptic,Psychological Horror,Casual,Crowdfunded,Romance,Military,Kickstarter,Singleplayer,Choose Your Own Adventure,Cute",608
180,17390,SPORE™,1063,0,19.99,0,"['English', 'Czech', 'Danish', 'German', 'Spanish - Spain', 'Finnish', 'French', 'Italian', 'Hungarian', 'Dutch', 'Norwegian', 'Polish', 'Russian', 'Swedish', 'Portuguese']",84,41718,3650,45368,813,337,Maxis™,Electronic Arts,"Single-player,Steam Trading Cards","Action,Adventure,Casual,RPG,Simulation,Strategy","God Game,Open World,Exploration,Sandbox,Colony Sim,Casual,Cute,Simulation,Space,Science,Funny,Sci-fi,Aliens,Colorful,Cartoony,Adventure,Family Friendly,Comedy,Resource Management,Cartoon",609
1113,365590,Tom Clancy’s The Division™,560,17,29.99,11,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese', 'Russian']",0,59837,26719,86556,5115,1826,Massive Entertainment,Ubisoft,"Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases","Action,Adventure,RPG","Open World,Looter Shooter,Multiplayer,Third-Person Shooter,Action,Co-op,Shooter,RPG,Online Co-Op,Post-apocalyptic,Survival,Massively Multiplayer,Tactical,Third Person,Singleplayer,MMORPG,Adventure,Atmospheric,FPS,Stealth",610
416,334310,Plebby Quest: The Crusades,70,0,19.99,2,"['English', 'Korean', 'German', 'Simplified Chinese', 'Traditional Chinese']",78,2033,296,2329,640,814,PiedPipers Team,NEOWIZ,"Single-player,Steam Achievements,Steam Cloud,Stats","Action,Adventure,Casual,Indie,RPG,Simulation,Strategy","Strategy,Casual,Indie,RPG,Simulation,Adventure,Action,Medieval,Wargame,Singleplayer,Turn-Based Strategy,Grand Strategy,Choose Your Own Adventure,2D,Cute,Cartoony,Top-Down,PvE,Choices Matter,Replay Value",611
1537,1944360,Rune Teller,0,0,16.99,0,"['Korean', 'English']",0,53,13,66,0,0,CODELIFE Studio,CODELIFE Studio,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud","Action,Adventure,Indie,RPG,Early Access","Early Access,RPG,Action,Indie,Adventure,Open World,Multiplayer,Action RPG,Party-Based RPG,Co-op,Online Co-Op,Singleplayer,PvE,Magic,Combat,Souls-like,Colorful,Fantasy,Exploration,3D",612
282,311560,Assassin’s Creed® Rogue,199,17,19.99,5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean']",74,10220,1863,12083,1236,708,"Ubisoft Sofia,Ubisoft Kiev",Ubisoft,"Single-player,Partial Controller Support","Action,Adventure","Open World,Assassin,Action,Parkour,Third Person,Stealth,Adventure,Historical,Singleplayer,Cinematic,Pirates,Atmospheric,Illuminati,Story Rich,Action-Adventure,Sandbox,Quick-Time Events,Puzzle,Simulation,Co-op",613
1569,1556790,Isonzo,2548,0,26.99,6,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",0,1650,389,2039,206,258,"M2H,BlackMill Games",BlackMill Games,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Cloud","Action,Indie,Massively Multiplayer,Simulation,Strategy","Tactical,Historical,3D,World War I,Combat,FPS,Simulation,First-Person,Multiplayer,Action,Shooter,War,Singleplayer,Wargame,Atmospheric,Horror,Team-Based,PvP,Indie,Realistic",614
928,780290,Gloomhaven,1979,0,34.99,2,"['English', 'French', 'German', 'Spanish - Spain']",82,9181,1349,10530,1831,941,Flaming Fowl Studios,Asmodee Digital,"Single-player,Multi-player,Co-op,Online Co-op,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Adventure,RPG,Strategy","Tabletop,Co-op,RPG,Turn-Based,Board Game,Dungeon Crawler,Strategy,Turn-Based Strategy,Adventure,Turn-Based Tactics,Singleplayer,Multiplayer,Hex Grid,Tactical RPG,Online Co-Op,Replay Value,Difficult,Early Access,Rogue-like,3D",615
1412,588650,Dead Cells,3368,0,24.99,6,"['English', 'French', 'Simplified Chinese', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese', 'Russian', 'Turkish', 'Korean', 'Traditional Chinese', 'Portuguese - Brazil']",89,106495,3213,109708,2093,1106,Motion Twin,Motion Twin,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Indie","Rogue-lite,Pixel Graphics,Rogue-like,Souls-like,Metroidvania,Difficult,2D,Replay Value,Action Roguelike,Indie,Action,Roguevania,Hack and Slash,Platformer,Singleplayer,Atmospheric,Dark Fantasy,Early Access,Procedural Generation,Funny",616
1067,875210,Kingdom Heroes 8,639,0,29.99,4,"['Simplified Chinese', 'Traditional Chinese', 'Japanese', 'English']",0,7179,6052,13231,2570,2463,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.","Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,RPG,Simulation,Strategy","Strategy,Historical,Action,RPG,Simulation,Real Time Tactics,Tactical RPG,Strategy RPG,Singleplayer,Grand Strategy,City Builder,3D Fighter,3D,Character Customization,Realistic,Retro,War,Tactical,Combat,2D",617
1791,2071280,Ravenswatch,3828,0,17.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,1039,510,1549,81,81,Passtech Games,Nacon,"Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Steam Cloud","Action,Adventure,Early Access","Indie,Action,Singleplayer,Co-op,Rogue-lite,Rogue-like,Difficult,Action Roguelike,Atmospheric,Adventure,Early Access,Online Co-Op,Dark Fantasy,Replay Value,Hack and Slash,Procedural Generation,Exploration,Top-Down,Dark,Fast-Paced",618
937,894020,Death's Door,157,0,19.99,2,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",85,10451,648,11099,394,311,Acid Nerve,Devolver Digital,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,RPG","Action,Adventure,RPG,Action-Adventure,Action RPG,Hack and Slash,Exploration,Dungeon Crawler,Isometric,3D Platformer,3D,Souls-like,Colorful,Dark Fantasy,Third Person,Singleplayer,Indie,Fantasy,Combat,Metroidvania",619
1870,1850160,Poly Bridge 3,795,0,17.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese']",0,159,10,169,306,306,Dry Cactus,Dry Cactus,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor",Simulation,"Simulation,Puzzle,3D,Cartoon,Colorful,Building,Stylized,Crafting,Physics,Level Editor,Funny,Moddable,Singleplayer",620
724,1137750,Farmer's Life,76,0,14.99,0,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Russian', 'Simplified Chinese', 'Turkish']",0,559,129,688,482,482,FreeMind S.A.,"PlayWay S.A.,FreeMind S.A.",Single-player,"Action,Adventure,Casual,Indie,RPG,Simulation,Early Access","Early Access,Simulation,Farming Sim,Casual,RPG,Indie,Crafting,Relaxing,Adventure,Action,Building,Agriculture,Singleplayer,Open World,Realistic,Life Sim,Open World Survival Craft,First-Person,Nature,Survival",622
392,657000,Rising Hell,1,0,9.99,2,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Spanish - Latin America']",0,226,17,243,0,0,Tahoe Games,"Toge Productions,Neon Doctrine","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Indie","Action Roguelike,Roguevania,Action,Rogue-lite,Gore,Pixel Graphics,Platformer,Bullet Hell,Singleplayer,2D,Difficult,Early Access,Fantasy,Procedural Generation,Replay Value,Rogue-like,Beat 'em up,Demons,Arcade,2D Platformer",623
2092,2272400,Station to Station,35,0,17.99,2,"['English', 'Japanese', 'Simplified Chinese', 'Korean', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Thai', 'Turkish', 'Ukrainian', 'Vietnamese', 'Hindi', 'Malay']",0,635,44,679,0,0,Galaxy Grove,Prismatika,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Casual,Indie,Simulation,Strategy","Simulation,Relaxing,Puzzle,Cozy,Voxel,Nature,Wholesome,Atmospheric,Trains,Management,Procedural Generation,Cute,Transportation,Strategy,Casual,City Builder,Sandbox,Automation,Minimalist,Building",624
1080,1702330,Rune Factory 5,1309,0,59.99,10,"['English', 'French', 'German', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",0,427,89,516,198,198,Marvelous Inc.,"XSEED Games,Marvelous USA, Inc.,Marvelous","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,RPG,Simulation","RPG,Adventure,Farming Sim,Simulation,Romance,Anime,Fantasy,Creature Collector,Magic,3D,Combat,Fishing,Party-Based RPG,Crafting,Cute,Story Rich,Singleplayer,Farming,JRPG,Dating Sim",625
554,1118200,People Playground,9050,0,9.99,0,['English'],0,127114,1429,128543,1973,526,mestiez,Studio Minus,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Action,Casual,Indie,Simulation","Sandbox,Physics,Gore,Violent,Moddable,Singleplayer,Blood,2D,Simulation,Destruction,Funny,Building,Pixel Graphics,Casual,Indie,Action,Psychological Horror,Horror,Comedy,Choose Your Own Adventure",626
1793,1727210,MINDHACK,0,0,12.99,0,"['Japanese', 'English']",0,40,1,41,0,0,VODKAdemo?,"VODKAdemo?,room6,yokaze",Single-player,"Adventure,Indie,Early Access","Visual Novel,Story Rich,Dystopian,Hacking,Adventure,Dark Humor,Futuristic,Sci-fi,Psychological,Choose Your Own Adventure,Singleplayer,Anime,Indie,Text-Based,First-Person,Choices Matter,Typing,Philosophical,Great Soundtrack,Early Access",627
337,454650,DRAGON BALL XENOVERSE 2,1759,0,49.99,22,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Korean', 'Simplified Chinese', 'Spanish - Latin America']",78,30090,3933,34023,3750,1590,"QLOC,DIMPS",BANDAI NAMCO Entertainment,"Single-player,Multi-player,MMO,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Adventure,Casual,Massively Multiplayer","Anime,Fighting,Character Customization,Action,Multiplayer,Adventure,Massively Multiplayer,Co-op,RPG,Singleplayer,Online Co-Op,Third Person,Open World,Story Rich,MMORPG,Beat 'em up,Great Soundtrack,Casual,Moddable,Dragons",628
1291,502800,SENRAN KAGURA ESTIVAL VERSUS,27,0,29.99,12,"['English', 'Japanese', 'Korean', 'Traditional Chinese']",71,4513,243,4756,856,1067,Tamsoft,"XSEED Games,Marvelous USA, Inc.,Marvelous","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,"Nudity,Sexual Content,Anime,3D Fighter,Mature,Action,Female Protagonist,Hack and Slash,Cute,Fighting,Ninja,Multiplayer,Beat 'em up,Singleplayer,Great Soundtrack,Story Rich,JRPG,Hentai,Dating Sim,Visual Novel",629
1343,219890,Antichamber,15,0,19.99,0,['English'],82,14831,752,15583,260,162,Alexander Bruce,Demruth,"Single-player,Steam Trading Cards","Adventure,Indie","Puzzle,First-Person,Indie,Surreal,Exploration,Singleplayer,Abstract,Nonlinear,Adventure,Difficult,Atmospheric,Minimalist,Psychedelic,Psychological,Colorful,Great Soundtrack,Metroidvania,Replay Value,Sci-fi,Platformer",630
1708,2239550,Watch Dogs®: Legion,4906,0,12.0,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Korean', 'Portuguese - Brazil']",0,272,232,504,462,462,Ubisoft Toronto,Ubisoft,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases,Partial Controller Support","Action,Adventure","Action,Adventure,RPG,Shooter,Open World,Action RPG,Cyberpunk,Multiplayer,Co-op,PvP,Sexual Content,Singleplayer,Physics,Nudity,Online Co-Op,Hacking,Violent,Immersive Sim,Action-Adventure,Gore",631
633,1335790,Operation: Tango,140,0,19.99,1,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Traditional Chinese', 'Italian']",0,3981,467,4448,249,257,Clever Plays,Clever Plays,"Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Casual","Online Co-Op,Co-op Campaign,Puzzle,Hacking,Adventure,Casual,Female Protagonist,Family Friendly,Detective,Cyberpunk,Futuristic,3D,First-Person,Stylized,Colorful,Heist,Co-op,Action-Adventure,Investigation,Multiplayer",632
1997,2520000,HYNPYTOL,0,0,14.99,0,"['English', 'Korean', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,27,0,27,0,0,base0,base0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie","Adventure,Puzzle,Pixel Graphics,Retro,Science,Cute,Mystery,Sokoban,Exploration,Colorful,Story Rich,Linear,2D,Top-Down,Grid-Based Movement,Singleplayer,Indie,Family Friendly",633
867,208650,Batman™: Arkham Knight,1996,17,19.99,24,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Polish', 'Russian']",0,73952,14371,88323,1543,870,Rocksteady Studios,Warner Bros. Interactive Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure","Action,Open World,Superhero,Stealth,Adventure,Third Person,Singleplayer,Detective,Fighting,Story Rich,Atmospheric,Dark,Comic Book,Beat 'em up,Puzzle,Mature,Strategy,Sandbox,Horror,Epic",634
